age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
0.01470588235294118,student,single,secondary,no,0.3470484198622279,no,no,cellular,0.9666666666666667,apr,0.49430206625918616,0.0,0.0,0.0,success,yes
0.1764705882352941,blue-collar,married,secondary,no,0.32345754393659476,yes,yes,cellular,0.9333333333333333,jan,0.1633503444141174,0.0,1.0,0.44719890627583275,failure,no
0.3088235294117647,management,married,tertiary,no,0.2958794777136715,no,yes,cellular,0.9333333333333333,aug,0.3557641361845062,0.20393860975168293,0.0,0.0,failure,no
0.5441176470588235,technician,married,secondary,no,0.940309109513185,no,no,cellular,0.8666666666666667,aug,0.4519710320697006,0.8157544390067317,0.0,0.0,success,no
0.2647058823529411,admin.,single,tertiary,no,0.6485796860947921,yes,no,cellular,0.6333333333333333,apr,0.21145379235671458,0.0,1.0,0.8943978125516655,failure,no
0.08823529411764702,blue-collar,single,primary,no,0.22693431215636342,yes,no,cellular,0.7333333333333333,may,0.4731365491644435,0.0,0.0,0.0,failure,no
0.1764705882352941,services,married,secondary,no,0.28557923611233876,no,no,cellular,0.2,jul,0.2768744815586468,0.0,1.0,0.44719890627583275,failure,no
0.3382352941176471,management,divorced,tertiary,no,0.2663078163421032,no,no,cellular,0.6,nov,0.26148137821701567,0.4078772195033659,0.0,0.0,failure,no
0.36764705882352944,services,single,secondary,no,0.2812597799569411,no,no,cellular,0.3666666666666667,jun,0.20183310276819516,0.20393860975168293,0.0,0.0,failure,no
0.36764705882352944,entrepreneur,married,secondary,no,0.2791000518792423,no,no,cellular,0.2,jul,0.2326193094514574,0.20393860975168293,0.0,0.0,success,no
0.1029411764705882,housemaid,married,tertiary,no,0.3538598699534318,no,no,cellular,0.9666666666666667,jan,0.3172813778304284,0.4078772195033659,0.0,0.0,failure,no
0.32352941176470584,management,married,tertiary,no,1.0,no,no,cellular,0.6333333333333333,nov,0.342295170760579,0.20393860975168293,0.0,0.0,failure,no
0.5294117647058824,blue-collar,married,primary,no,0.36781503599394716,yes,no,telephone,0.13333333333333333,may,0.4673641354113317,0.0,0.0,0.0,failure,no
0.5441176470588235,self-employed,married,secondary,no,0.39389790585538664,no,yes,cellular,0.9666666666666667,jul,0.27879861947635065,0.20393860975168293,0.0,0.0,failure,no
0.5,admin.,married,secondary,no,0.28109364702788736,no,yes,cellular,0.6666666666666666,aug,0.13448827564855909,0.20393860975168293,0.0,0.0,success,no
0.7205882352941176,retired,divorced,secondary,no,0.9595805292834205,no,no,telephone,0.43333333333333335,jul,1.0,0.20393860975168293,0.0,0.0,failure,yes
0.1764705882352941,technician,married,secondary,no,0.29205842034543517,no,no,cellular,0.8666666666666667,aug,0.14795724107248628,0.4078772195033659,0.0,0.0,success,no
0.5882352941176471,management,married,secondary,no,0.27062727249750085,no,no,cellular,0.6666666666666666,nov,0.06906758644662686,0.0,0.0,0.0,failure,no
0.19117647058823528,management,single,tertiary,no,0.6849627975575644,yes,no,cellular,0.8333333333333334,aug,1.0,1.0,0.0,0.0,failure,yes
0.4411764705882353,technician,married,tertiary,no,0.4688238568586299,no,no,cellular,0.4,aug,0.6732468926056479,0.4078772195033659,0.0,0.0,success,yes
0.3382352941176471,admin.,divorced,secondary,no,0.5645164239935925,yes,no,cellular,0.43333333333333335,may,0.2807227573940546,0.0,0.0,0.0,failure,no
0.8676470588235293,retired,divorced,primary,no,0.3016941302305529,no,no,telephone,0.7,oct,0.1787434477557485,0.0,0.0,0.0,success,yes
0.19117647058823528,blue-collar,married,secondary,no,0.6107013782705362,yes,no,cellular,0.43333333333333335,nov,0.24608827487538462,0.0,0.0,0.0,failure,yes
0.20588235294117646,management,married,secondary,no,0.917382765303767,yes,no,cellular,0.16666666666666669,may,1.0,0.0,1.0,0.8943978125516655,failure,yes
0.05882352941176472,services,single,tertiary,no,0.323955942723756,yes,no,cellular,0.9666666666666667,may,0.022888276421733553,1.0,0.0,0.0,success,no
0.27941176470588236,management,single,tertiary,no,1.0,yes,no,cellular,0.5333333333333333,nov,1.0,0.20393860975168293,0.7239805181863961,1.0,failure,no
0.25,management,single,tertiary,no,0.35552119924396935,no,no,cellular,0.3333333333333333,aug,0.19606068901508347,0.20393860975168293,0.0,0.0,failure,no
0.48529411764705876,blue-collar,married,secondary,no,0.44922017123028685,yes,no,cellular,0.4,may,0.6944124097003905,0.0,0.0,0.0,failure,no
0.19117647058823528,technician,married,tertiary,no,0.3294383293825299,yes,no,cellular,0.4,may,0.38655034286776835,0.4078772195033659,0.0,0.0,failure,no
0.19117647058823528,technician,single,tertiary,no,0.6298066651117179,yes,no,cellular,0.6666666666666666,nov,0.01326758683321411,0.6118158292550488,0.0,0.0,failure,no
0.22058823529411764,management,single,tertiary,no,0.40851760361211703,yes,no,cellular,0.2,may,0.1941365510973796,0.20393860975168293,0.0,0.0,failure,no
0.5294117647058824,blue-collar,married,primary,no,0.2877389641900375,no,no,telephone,0.03333333333333333,feb,0.10562620688300074,0.4078772195033659,0.04258708930508212,0.8943978125516655,failure,no
0.1029411764705882,blue-collar,married,primary,no,0.26364968947724315,yes,no,cellular,0.6666666666666666,may,0.8098606847626239,0.0,0.0,0.0,failure,no
0.19117647058823528,entrepreneur,single,primary,yes,0.12260283271060565,yes,yes,cellular,0.1,feb,0.3846262049500645,0.0,0.0,0.0,failure,no
0.38235294117647056,blue-collar,divorced,primary,no,0.4038658815986119,no,no,telephone,0.13333333333333333,jun,1.0,0.4078772195033659,0.0,0.0,success,yes
0.2647058823529411,technician,single,secondary,no,0.30152799730149915,yes,no,cellular,0.6333333333333333,aug,1.0,0.20393860975168293,0.0,0.0,success,no
0.27941176470588236,technician,single,secondary,no,0.27195633592993085,no,no,cellular,0.9333333333333333,aug,0.18066758567345237,0.20393860975168293,0.0,0.0,success,no
0.22058823529411764,technician,married,tertiary,no,0.5193282672909711,yes,no,cellular,0.4666666666666667,jun,0.840646891445886,0.0,0.4045773483982802,0.44719890627583275,success,yes
0.5,blue-collar,married,secondary,no,0.6342922541961693,yes,no,cellular,0.43333333333333335,jul,0.515467583353929,0.4078772195033659,0.0,0.0,failure,no
0.42647058823529405,admin.,married,secondary,no,0.7726809840979467,yes,no,telephone,0.4666666666666667,jul,0.2980399986533896,0.20393860975168293,0.0,0.0,failure,no
0.5588235294117647,management,married,secondary,no,0.277272589659651,no,yes,telephone,0.1,feb,0.26148137821701567,0.0,0.0,0.0,success,no
0.20588235294117646,self-employed,single,tertiary,no,0.6216661515880839,no,no,cellular,0.5333333333333333,nov,0.5597227554611184,0.0,0.0,0.0,success,no
0.25,retired,single,secondary,no,0.28042911531167236,yes,yes,cellular,0.8333333333333334,may,0.5962813758974923,0.0,0.0,0.0,success,no
0.5147058823529411,technician,divorced,secondary,no,0.39389790585538664,yes,yes,cellular,0.4666666666666667,may,1.0,0.0,0.0,0.0,failure,no
0.32352941176470584,blue-collar,married,primary,no,0.17792509808550588,no,yes,telephone,0.23333333333333334,jul,1.0,0.4078772195033659,0.0,0.0,success,no
0.6470588235294118,retired,married,secondary,no,0.3325948550345512,yes,no,cellular,0.2,oct,0.6135986171568273,0.0,0.0,0.0,failure,no
0.42647058823529405,management,married,tertiary,no,1.0,no,no,cellular,0.4,aug,0.42888137705725393,0.20393860975168293,0.0,0.0,failure,no
0.42647058823529405,services,married,secondary,no,0.4887598083450804,no,no,cellular,0.1,jul,0.24993655071079238,0.20393860975168293,0.0,0.0,failure,no
0.5441176470588235,admin.,married,secondary,no,1.0,no,no,cellular,0.2,oct,0.4211848253864384,0.0,0.0,0.0,failure,no
0.47058823529411764,blue-collar,divorced,secondary,no,0.2973746740751553,yes,no,cellular,0.23333333333333334,may,0.24993655071079238,0.0,1.0,1.0,failure,no
0.1764705882352941,services,married,secondary,no,0.3198026194974122,yes,no,cellular,0.9,jan,0.2903434469825741,0.0,0.0,0.0,success,no
0.14705882352941174,technician,married,secondary,no,0.33741270997711015,yes,no,cellular,0.6666666666666666,jul,0.2422399990399768,0.6118158292550488,0.0,0.0,failure,no
0.32352941176470584,management,married,secondary,no,0.26364968947724315,no,yes,cellular,0.2,jul,1.0,0.4078772195033659,0.0,0.0,success,no
0.19117647058823528,technician,single,tertiary,no,0.32345754393659476,no,no,cellular,0.6,nov,0.30766068824190906,0.20393860975168293,0.0,0.0,failure,no
0.2647058823529411,management,married,tertiary,no,0.26364968947724315,no,no,cellular,0.5,jul,0.5077710316831134,0.20393860975168293,1.0,1.0,success,yes
0.3382352941176471,entrepreneur,divorced,tertiary,yes,0.2639819553353507,yes,no,cellular,0.13333333333333333,may,0.7232744784659488,0.0,0.0,0.0,failure,no
0.1764705882352941,management,single,tertiary,no,1.0,yes,no,telephone,0.26666666666666666,may,0.2884193090648701,0.20393860975168293,0.0,0.0,failure,no
0.32352941176470584,services,married,tertiary,no,0.33209645624739,yes,no,cellular,0.06666666666666668,jun,0.2884193090648701,0.8157544390067317,0.0,0.0,failure,no
0.5441176470588235,retired,married,secondary,no,0.32079941707173465,yes,no,cellular,0.4666666666666667,may,0.4173365495510306,0.0,0.0,0.0,success,no
0.5147058823529411,management,divorced,tertiary,no,0.7989299868884399,no,no,cellular,0.43333333333333335,aug,0.12101931022463186,0.20393860975168293,0.0,0.0,failure,no
0.32352941176470584,blue-collar,divorced,secondary,no,0.2925568191325964,yes,no,cellular,0.43333333333333335,may,0.6982606855357982,0.20393860975168293,1.0,0.44719890627583275,failure,no
0.3088235294117647,technician,single,secondary,no,0.361834250548012,no,yes,cellular,0.43333333333333335,aug,0.1595020685787096,1.0,0.0,0.0,failure,no
0.4558823529411764,blue-collar,divorced,primary,no,0.32810926595009987,no,no,cellular,0.13333333333333333,feb,1.0,0.0,0.0,0.0,failure,no
0.3088235294117647,unemployed,married,secondary,no,0.3000328009400154,yes,no,cellular,0.5333333333333333,nov,0.3846262049500645,0.20393860975168293,1.0,0.44719890627583275,failure,no
0.11764705882352938,admin.,divorced,secondary,no,0.3385756404804864,yes,no,cellular,0.5,jul,1.0,0.0,0.0,0.0,failure,yes
0.6029411764705882,retired,married,primary,no,0.2644803541225119,no,no,cellular,0.8333333333333334,aug,0.11332275855381631,0.20393860975168293,0.0,0.0,success,no
0.13235294117647056,admin.,single,secondary,no,0.2930552179197577,yes,yes,cellular,0.16666666666666669,may,0.2807227573940546,0.0,0.0,0.0,success,no
0.48529411764705876,services,married,secondary,no,0.3727990238655598,no,no,telephone,0.2,jul,0.7579089609846189,0.20393860975168293,1.0,0.8943978125516655,failure,yes
0.2647058823529411,management,married,tertiary,no,0.48211449118293026,no,no,cellular,0.9666666666666667,jun,0.42310896330414227,0.0,0.0,0.0,failure,yes
0.47058823529411764,blue-collar,married,primary,no,0.5072005634700472,yes,no,telephone,0.2,may,0.7733020643262499,0.20393860975168293,0.0,0.0,failure,no
0.32352941176470584,technician,single,secondary,no,0.4096805341154933,no,yes,cellular,0.2,jul,0.10755034480070463,0.6118158292550488,0.0,0.0,failure,no
0.23529411764705876,blue-collar,single,primary,no,0.3123266376899932,yes,no,telephone,0.9666666666666667,may,0.9945779248621972,0.20393860975168293,0.0,0.0,failure,no
0.27941176470588236,admin.,married,secondary,no,0.33409005139603504,yes,no,cellular,0.5333333333333333,apr,0.5289365487778562,0.0,0.0,0.0,success,no
0.22058823529411764,blue-collar,married,secondary,no,0.5678390825746675,yes,no,telephone,0.6333333333333333,may,0.38270206703236065,0.20393860975168293,0.0,0.0,failure,no
0.2941176470588235,blue-collar,married,primary,no,0.2820904446022099,no,no,cellular,0.5666666666666667,nov,0.37885379119695284,0.20393860975168293,0.0,0.0,success,no
0.22058823529411764,blue-collar,married,primary,no,0.33924017219670144,yes,no,cellular,0.6333333333333333,jun,0.7078813751243178,0.4078772195033659,0.0,0.0,failure,no
0.11764705882352938,services,single,secondary,no,0.23125376831176103,yes,no,cellular,0.5666666666666667,may,0.7444399955606916,0.0,0.0,0.0,success,yes
0.19117647058823528,management,single,tertiary,no,0.8643863609356193,no,no,cellular,0.43333333333333335,aug,0.3095848261596129,0.20393860975168293,0.0,0.0,failure,no
0.5588235294117647,blue-collar,married,secondary,no,1.0,no,no,cellular,0.3333333333333333,aug,0.43657792872806955,0.8157544390067317,0.0,0.0,success,no
0.32352941176470584,management,single,tertiary,no,0.5239799893044763,no,no,cellular,0.0,jul,0.5520262037903028,0.20393860975168293,0.0,0.0,failure,no
0.32352941176470584,admin.,married,tertiary,no,1.0,yes,no,telephone,0.43333333333333335,may,0.27879861947635065,0.20393860975168293,0.0,0.0,success,no
0.16176470588235292,admin.,single,tertiary,no,0.3070103839602731,no,no,cellular,0.6,oct,0.44042620456347725,0.0,0.9795030540168889,1.0,failure,no
0.25,blue-collar,divorced,secondary,no,0.735965606777067,no,no,cellular,0.3666666666666667,feb,0.9022193048124105,0.0,1.0,0.44719890627583275,success,no
0.1764705882352941,unemployed,single,primary,no,0.33109965867306745,no,no,cellular,0.1,feb,1.0,0.0,0.0,0.0,failure,yes
0.25,blue-collar,married,secondary,no,0.26364968947724315,yes,no,cellular,0.16666666666666669,may,0.6405365480046816,0.0,0.0,0.0,failure,no
0.27941176470588236,management,single,tertiary,no,0.3455532235007441,yes,no,cellular,0.3333333333333333,may,1.0,0.0,1.0,1.0,failure,no
0.4411764705882353,technician,married,secondary,no,1.0,no,no,telephone,0.6666666666666666,nov,0.6559296513463128,0.20393860975168293,0.0,0.0,failure,no
0.5588235294117647,services,single,primary,no,0.8911337625132736,yes,no,telephone,0.4,may,0.11717103438922408,0.20393860975168293,0.0,0.0,success,no
0.22058823529411764,management,single,secondary,no,0.3507033443014105,no,no,cellular,0.4,aug,0.009419310997806334,0.0,0.0,0.0,success,no
0.19117647058823528,management,single,tertiary,no,0.35900999075409823,yes,no,cellular,0.43333333333333335,apr,0.49045379042377835,0.20393860975168293,1.0,1.0,failure,no
0.2647058823529411,blue-collar,married,secondary,no,0.3345884501831963,yes,yes,telephone,0.26666666666666666,jun,0.705957237206614,0.4078772195033659,0.0,0.0,failure,no
0.20588235294117646,self-employed,married,tertiary,no,0.34389189421020655,yes,no,cellular,0.06666666666666668,feb,0.5308606866955601,0.20393860975168293,0.0,0.0,failure,no
0.5441176470588235,unemployed,married,primary,no,0.8270064518985245,no,no,cellular,0.6666666666666666,apr,0.4596675837405162,0.0,0.0,0.0,failure,yes
0.11764705882352938,housemaid,married,primary,no,0.26364968947724315,yes,no,cellular,0.7333333333333333,jul,0.8291020639396627,0.4078772195033659,0.0,0.0,failure,no
0.02941176470588236,student,single,secondary,no,0.6769884169629842,no,no,cellular,0.9666666666666667,jun,0.4885296525060745,1.0,1.0,1.0,success,yes
0.5735294117647058,management,married,tertiary,no,0.5156733428517886,yes,no,telephone,0.9333333333333333,jul,0.00557103516239856,0.8157544390067317,0.0,0.0,failure,no
0.19117647058823528,self-employed,married,secondary,no,0.29970053508190786,yes,yes,cellular,0.4666666666666667,jul,0.602053789650604,0.8157544390067317,0.0,0.0,failure,no
0.20588235294117646,blue-collar,single,secondary,no,0.26730461391642574,no,no,cellular,0.9666666666666667,jan,0.13833655148396684,0.20393860975168293,1.0,0.44719890627583275,failure,no
0.08823529411764702,student,single,secondary,no,0.3186396889940359,no,no,telephone,0.8333333333333334,aug,0.3192055157481324,0.6118158292550488,0.0,0.0,failure,yes
0.08823529411764702,technician,single,secondary,no,0.34754681864938913,no,yes,cellular,0.5333333333333333,nov,0.7348193059721723,0.20393860975168293,0.0,0.0,failure,yes
0.16176470588235292,services,married,secondary,no,0.5640180252064312,yes,no,cellular,0.5666666666666667,may,0.15180551690789407,0.20393860975168293,0.0,0.0,success,no
0.04411764705882354,admin.,single,secondary,no,0.9466221608172276,no,yes,cellular,0.6,aug,0.11717103438922408,0.0,0.0,0.0,success,no
0.2941176470588235,blue-collar,married,primary,no,0.2722886017880384,no,no,cellular,0.4,aug,0.12486758606003961,0.0,0.0,0.0,failure,no
0.3970588235294118,management,divorced,tertiary,no,0.26780301270358703,no,no,cellular,0.5333333333333333,jun,1.0,0.20393860975168293,0.0,0.0,failure,no
0.1764705882352941,admin.,divorced,secondary,no,0.577640925388839,yes,no,cellular,0.6666666666666666,jul,1.0,0.0,0.0,0.0,failure,no
0.38235294117647056,blue-collar,married,primary,no,0.3332593867507663,no,no,cellular,0.5666666666666667,aug,0.2095296544390107,0.6118158292550488,0.0,0.0,failure,no
0.19117647058823528,technician,married,secondary,no,0.7110456674190038,yes,no,cellular,0.6666666666666666,may,0.022888276421733553,0.0,0.0,0.0,failure,no
0.25,blue-collar,married,secondary,no,0.22527298286582587,no,yes,cellular,0.4666666666666667,jul,1.0,0.20393860975168293,0.0,0.0,failure,no
0.47058823529411764,management,single,tertiary,yes,0.25451237837928664,yes,no,cellular,0.3333333333333333,may,0.5327848246132639,0.20393860975168293,1.0,1.0,failure,no
0.22058823529411764,self-employed,single,tertiary,no,0.3404031027000777,no,no,cellular,0.6666666666666666,aug,1.0,0.4078772195033659,0.0,0.0,success,yes
0.07352941176470584,unemployed,single,secondary,no,0.28341950803463994,no,no,cellular,0.4666666666666667,sep,0.09023310354136964,0.0,0.0,0.0,failure,no
0.38235294117647056,technician,single,secondary,no,0.3610035859027433,no,yes,cellular,0.9,jul,0.053674483104995764,0.4078772195033659,0.0,0.0,success,no
0.19117647058823528,blue-collar,single,secondary,no,0.30152799730149915,no,no,telephone,0.13333333333333333,feb,0.3307503432543556,0.0,1.0,1.0,failure,no
0.8529411764705882,retired,divorced,tertiary,no,1.0,no,no,cellular,0.43333333333333335,apr,0.3018882744887973,0.0,0.0,0.0,failure,yes
0.32352941176470584,blue-collar,married,primary,no,0.2915600215582739,yes,no,cellular,0.5666666666666667,nov,0.3519158603490984,0.4078772195033659,0.0,0.0,failure,no
0.2647058823529411,blue-collar,married,primary,no,0.26364968947724315,yes,no,telephone,0.8333333333333334,may,0.03828137976336466,0.0,0.0,0.0,success,no
0.11764705882352938,technician,single,secondary,no,0.3914059119195803,yes,no,cellular,0.26666666666666666,may,0.602053789650604,0.20393860975168293,0.0,0.0,failure,no
0.20588235294117646,management,single,tertiary,no,0.26364968947724315,no,no,cellular,0.9,aug,0.4461986183165889,1.0,0.0,0.0,failure,no
0.14705882352941174,admin.,single,secondary,no,0.33475458311225004,yes,yes,cellular,0.2,may,0.09600551729448131,0.0,1.0,0.8943978125516655,failure,no
0.22058823529411764,management,single,tertiary,no,0.26364968947724315,no,no,cellular,0.13333333333333333,feb,0.1287158618954474,0.0,0.0,0.0,failure,no
0.48529411764705876,management,married,tertiary,no,0.10250074829510136,yes,no,cellular,0.1,feb,0.9330055114956727,0.0,0.0,0.0,failure,yes
0.19117647058823528,management,divorced,tertiary,no,0.42114370622020236,no,no,cellular,0.3666666666666667,aug,0.3846262049500645,0.20393860975168293,0.0,0.0,failure,no
0.19117647058823528,management,single,tertiary,no,0.26364968947724315,yes,no,cellular,0.7,jul,0.8675848222937405,0.20393860975168293,0.0,0.0,failure,no
0.1764705882352941,management,single,tertiary,no,0.4088498694702245,yes,no,cellular,0.5666666666666667,nov,0.35768827410221005,0.20393860975168293,0.0,0.0,failure,no
0.3382352941176471,admin.,married,secondary,no,0.31731062556160583,yes,yes,cellular,0.23333333333333334,may,0.5308606866955601,0.20393860975168293,0.0,0.0,failure,no
0.23529411764705876,management,married,tertiary,no,0.2812597799569411,no,yes,cellular,0.3333333333333333,aug,1.0,0.20393860975168293,0.0,0.0,failure,no
0.5441176470588235,retired,married,primary,no,0.580299052253699,no,yes,telephone,0.6,jun,0.0786882760351463,1.0,0.0,0.0,failure,no
0.42647058823529405,technician,married,secondary,no,0.45503482374716825,yes,no,cellular,0.6666666666666666,jul,0.3153572399127246,0.8157544390067317,0.0,0.0,failure,no
0.3970588235294118,admin.,married,secondary,no,0.2933874837778652,yes,no,cellular,0.9333333333333333,jan,0.36538482577302567,0.6118158292550488,1.0,0.44719890627583275,failure,no
0.25,management,single,tertiary,no,0.3370804441190026,yes,yes,cellular,0.9333333333333333,jul,0.18836413734426793,0.4078772195033659,0.0,0.0,failure,no
0.38235294117647056,unemployed,divorced,primary,yes,0.22228259014285828,yes,yes,cellular,0.0,jul,0.16912275816722908,0.0,0.0,0.0,failure,no
0.5294117647058824,entrepreneur,married,secondary,no,1.0,no,no,cellular,0.16666666666666669,feb,0.4019434462093995,0.20393860975168293,0.0,0.0,failure,no
0.2941176470588235,technician,married,secondary,no,0.34688228693317413,no,no,cellular,0.8333333333333334,may,0.5481779279548951,0.0,0.0,0.0,failure,no
0.23529411764705876,technician,divorced,secondary,no,0.31481863162579954,no,no,cellular,0.7,aug,0.14026068940167075,0.20393860975168293,0.0,0.0,success,no
0.5294117647058824,admin.,married,secondary,no,0.36366171276760334,no,no,cellular,0.0,jun,0.6155227550745311,0.4078772195033659,0.6459041877937455,0.8943978125516655,success,yes
0.5294117647058824,technician,married,secondary,no,0.30900397910891814,yes,no,cellular,0.9333333333333333,jan,0.15372965482559794,0.4078772195033659,1.0,1.0,failure,no
0.11764705882352938,self-employed,single,secondary,no,0.27195633592993085,no,no,cellular,0.9333333333333333,jan,0.3153572399127246,0.0,0.0,0.0,failure,no
0.22058823529411764,technician,married,secondary,no,0.5362738260544542,yes,no,cellular,0.5333333333333333,apr,0.7232744784659488,0.0,0.0,0.0,failure,no
0.22058823529411764,blue-collar,married,tertiary,no,0.26697234805831827,no,no,cellular,0.1,oct,0.011343448915510222,0.0,0.0,0.0,failure,no
0.08823529411764702,admin.,single,secondary,no,1.0,yes,no,cellular,0.9,may,0.37500551536154514,0.20393860975168293,0.0,0.0,success,no
0.32352941176470584,admin.,single,secondary,no,0.22111965963948202,no,yes,telephone,0.26666666666666666,may,0.05944689685810743,0.4078772195033659,0.0,0.0,failure,no
0.3529411764705882,services,married,secondary,no,0.426127694091815,yes,yes,telephone,0.8333333333333334,may,0.1498813789901902,0.20393860975168293,0.0,0.0,failure,no
0.13235294117647056,management,single,tertiary,no,0.2769403238015435,no,no,cellular,0.6333333333333333,oct,1.0,0.20393860975168293,1.0,0.8943978125516655,failure,yes
0.1764705882352941,admin.,single,secondary,no,0.6131933722063425,yes,no,telephone,0.06666666666666668,jun,0.8675848222937405,0.0,0.0,0.0,failure,no
0.8676470588235293,housemaid,married,secondary,no,0.3465500210750666,no,no,telephone,0.5,mar,0.14603310315478238,0.6118158292550488,0.0,0.0,success,no
0.38235294117647056,blue-collar,divorced,secondary,no,0.47447237644645757,yes,no,cellular,0.9333333333333333,jan,1.0,0.20393860975168293,0.0,0.0,failure,no
0.42647058823529405,technician,married,tertiary,no,0.315150897483907,no,no,cellular,0.16666666666666669,may,0.2518606886284962,0.0,0.0,0.0,failure,no
0.19117647058823528,blue-collar,single,secondary,no,0.4535396273856845,yes,yes,cellular,0.3,jul,0.7848468918324732,0.0,0.0,0.0,failure,no
0.3382352941176471,technician,married,secondary,no,0.7587258180574314,no,no,telephone,0.6333333333333333,jun,0.18643999942656406,0.4078772195033659,0.0,0.0,failure,no
0.2647058823529411,management,single,tertiary,no,0.2697966078522321,no,no,cellular,0.9,jan,0.478908962917555,0.20393860975168293,0.0,0.0,failure,no
0.3088235294117647,admin.,single,secondary,no,0.3404031027000777,yes,yes,cellular,0.16666666666666669,apr,0.515467583353929,0.0,1.0,1.0,success,no
0.19117647058823528,admin.,married,secondary,no,0.434932739331664,yes,no,cellular,0.5333333333333333,jul,0.15372965482559794,0.0,0.0,0.0,failure,no
0.3382352941176471,management,married,tertiary,no,1.0,no,no,cellular,0.6333333333333333,nov,0.2518606886284962,0.20393860975168293,0.0,0.0,failure,no
0.3529411764705882,admin.,married,secondary,no,0.18639787746724734,yes,yes,cellular,0.7333333333333333,jul,0.31150896407731676,0.0,0.0,0.0,failure,no
0.36764705882352944,admin.,married,secondary,no,1.0,yes,yes,cellular,0.9999999999999999,jul,0.026736552257141326,1.0,0.0,0.0,success,no
0.2647058823529411,admin.,married,secondary,no,0.29288908499070393,yes,no,cellular,0.13333333333333333,may,0.27495034364094295,0.20393860975168293,1.0,0.44719890627583275,failure,no
0.2647058823529411,admin.,married,tertiary,no,0.26364968947724315,yes,no,cellular,0.5333333333333333,nov,0.11717103438922408,0.20393860975168293,0.8517417861016424,0.44719890627583275,failure,no
0.13235294117647056,technician,single,tertiary,no,0.29222455327448893,yes,yes,cellular,0.03333333333333333,feb,0.36538482577302567,0.20393860975168293,0.0,0.0,failure,no
0.19117647058823528,services,single,secondary,no,0.26364968947724315,no,yes,cellular,0.3333333333333333,jul,0.6328399963338661,0.20393860975168293,0.0,0.0,success,no
0.22058823529411764,admin.,single,secondary,no,1.0,yes,no,cellular,0.4666666666666667,may,0.019040000586325777,0.8157544390067317,0.0,0.0,failure,no
0.3088235294117647,admin.,divorced,secondary,no,0.2646464870515657,no,no,telephone,0.3333333333333333,jun,0.26148137821701567,0.0,0.0,0.0,failure,no
0.22058823529411764,services,married,secondary,no,0.2533494478759104,yes,no,cellular,0.5,jun,0.20183310276819516,0.4078772195033659,0.0,0.0,success,no
0.22058823529411764,self-employed,married,tertiary,no,0.5912638255712469,yes,no,cellular,0.7333333333333333,jul,0.10947448271840851,0.20393860975168293,0.0,0.0,success,no
0.22058823529411764,admin.,married,tertiary,no,0.4130031926965684,yes,no,telephone,0.6,nov,0.7175020647128372,0.4078772195033659,0.0567827857401095,1.0,success,no
0.2647058823529411,services,single,secondary,no,0.267138480987372,yes,no,cellular,0.03333333333333333,feb,0.1768193098380446,0.0,1.0,0.8943978125516655,success,no
0.25,technician,married,secondary,no,0.2674707468454795,yes,no,cellular,0.23333333333333334,may,0.2845710332294623,0.20393860975168293,1.0,0.44719890627583275,failure,no
